
===================================
Domain Marker;critical-jOPS;4659.0
Domain Marker;max-jOPS;12868.0
jOPS;min;median;90-th percentile;95-th percentile;99-th percentile;max
0.0;NaN;NaN;NaN;NaN;NaN;NaN
138.0;300.0;400.0;500.0;600.0;700.0;133000.0
277.0;300.0;500.0;700.0;800.0;4900.0;12400.0
415.0;300.0;600.0;800.0;900.0;1100.0;75000.0
553.0;300.0;700.0;1000.0;1100.0;1300.0;94000.0
692.0;300.0;800.0;1200.0;1300.0;1600.0;133000.0
830.0;300.0;900.0;1300.0;1500.0;1900.0;144000.0
969.0;300.0;1000.0;1500.0;1700.0;4600.0;112000.0
1107.0;300.0;1100.0;1600.0;1800.0;2900.0;143000.0
1245.0;300.0;1200.0;1800.0;1900.0;4300.0;152000.0
1384.0;300.0;1300.0;1900.0;2100.0;4400.0;150000.0
1522.0;300.0;1400.0;2100.0;2300.0;28000.0;126000.0
1660.0;300.0;1500.0;2200.0;2400.0;3600.0;120000.0
1799.0;300.0;1600.0;2300.0;2500.0;3400.0;94000.0
1937.0;300.0;1600.0;2500.0;2700.0;3700.0;95000.0
2076.0;300.0;1700.0;2600.0;2800.0;4300.0;103000.0
2214.0;300.0;1800.0;2700.0;3100.0;96000.0;191000.0
2352.0;300.0;1900.0;2900.0;3200.0;5200.0;102000.0
2491.0;300.0;2000.0;3000.0;3300.0;6700.0;99000.0
2629.0;300.0;2000.0;3100.0;3500.0;6100.0;107000.0
2767.0;300.0;2200.0;3400.0;3900.0;76000.0;169000.0
2906.0;300.0;2300.0;3500.0;3900.0;8100.0;125000.0
3044.0;300.0;2300.0;3700.0;4200.0;9900.0;121000.0
3183.0;300.0;2400.0;3700.0;4200.0;10900.0;107000.0
3321.0;300.0;2500.0;4000.0;4500.0;14900.0;107000.0
3459.0;300.0;2600.0;4100.0;5000.0;101000.0;205000.0
3598.0;300.0;2600.0;4200.0;4800.0;13900.0;139000.0
3736.0;300.0;2700.0;4400.0;5000.0;14200.0;108000.0
3874.0;300.0;2800.0;4500.0;5200.0;16900.0;128000.0
4013.0;300.0;3000.0;5000.0;7000.0;71000.0;870000.0
4151.0;300.0;3000.0;4800.0;5500.0;16100.0;131000.0
4289.0;300.0;3100.0;5000.0;5800.0;18900.0;117000.0
4428.0;300.0;3200.0;5200.0;6100.0;22000.0;144000.0
4566.0;200.0;3300.0;5500.0;7400.0;82000.0;930000.0
4705.0;300.0;3400.0;5800.0;8200.0;188000.0;429000.0
4843.0;300.0;3400.0;5600.0;6700.0;24000.0;150000.0
4981.0;300.0;3500.0;5900.0;7100.0;26000.0;142000.0
5120.0;300.0;3700.0;6500.0;9700.0;106000.0;980000.0
5258.0;300.0;3700.0;6500.0;8900.0;99000.0;870000.0
5396.0;300.0;3800.0;6500.0;8300.0;32000.0;155000.0
5535.0;300.0;3800.0;6600.0;8100.0;28000.0;157000.0
5673.0;300.0;3900.0;7000.0;12000.0;158000.0;1100000.0
5812.0;300.0;3900.0;6900.0;8800.0;32000.0;148000.0
5950.0;300.0;4300.0;8300.0;18800.0;365000.0;460000.0
6088.0;300.0;4200.0;7300.0;9300.0;29000.0;113000.0
6227.0;300.0;4300.0;8200.0;14300.0;56000.0;940000.0
6365.0;200.0;4400.0;8200.0;12100.0;44000.0;152000.0
6503.0;300.0;4500.0;8600.0;14100.0;54000.0;187000.0
6642.0;300.0;4700.0;9100.0;22000.0;409119.99999999534;640000.0
6780.0;300.0;4700.0;9200.0;18400.0;185000.0;890000.0
6918.0;300.0;4700.0;9100.0;15100.0;48000.0;169000.0
7057.0;300.0;4800.0;10400.0;27000.0;54000.0;930000.0
7195.0;300.0;4900.0;11500.0;37000.0;525000.0;770000.0
7334.0;300.0;5000.0;10500.0;23000.0;61000.0;153000.0
7472.0;200.0;5100.0;12200.0;24000.0;58000.0;970000.0
7610.0;300.0;5100.0;14800.0;39000.0;190000.0;960000.0
7749.0;200.0;5200.0;14900.0;41000.0;312000.0;587000.0
7887.0;300.0;5100.0;11900.0;30000.0;64000.0;165000.0
8025.0;200.0;5400.0;17700.0;49000.0;304000.0;1000000.0
8164.0;300.0;5100.0;15500.0;39000.0;130000.0;274000.0
8302.0;200.0;5300.0;17700.0;43000.0;278000.0;599000.0
8441.0;300.0;5000.0;14400.0;33000.0;79000.0;171000.0
8579.0;300.0;5400.0;21000.0;50000.0;148000.0;228000.0
8717.0;300.0;5700.0;33000.0;61000.0;116000.0;930000.0
8856.0;200.0;5800.0;40000.0;74000.0;160000.0;950000.0
8994.0;200.0;5600.0;19100.0;42000.0;86000.0;201000.0
9132.0;300.0;5600.0;31000.0;61000.0;288000.0;950000.0
9271.0;200.0;5900.0;43000.0;80000.0;282000.0;890000.0
9409.0;200.0;5700.0;23000.0;42000.0;79000.0;197000.0
9548.0;300.0;6500.0;55000.0;101000.0;303000.0;1100000.0
9686.0;200.0;6600.0;48000.0;94000.0;389000.0;890000.0
9824.0;200.0;6500.0;62000.0;117000.0;469000.0;1500000.0
9963.0;200.0;7000.0;53000.0;81000.0;317000.0;930000.0
10101.0;300.0;7500.0;67000.0;103000.0;352000.0;960000.0
10239.0;300.0;7600.0;74000.0;135000.0;366000.0;970000.0
10378.0;300.0;7300.0;76000.0;134000.0;371000.0;980000.0
10516.0;300.0;8600.0;127000.0;313000.0;650000.0;950000.0
10654.0;200.0;8100.0;75000.0;137000.0;413000.0;1100000.0
10793.0;200.0;8300.0;70000.0;134000.0;379000.0;960000.0
10931.0;200.0;9400.0;104000.0;224000.0;509000.0;1100000.0
11070.0;200.0;9300.0;84000.0;162000.0;594000.0;640000.0
11208.0;200.0;10700.0;122000.0;399000.0;990000.0;1200000.0
11346.0;200.0;11900.0;128000.0;216000.0;477000.0;1100000.0
11485.0;300.0;13400.0;146000.0;316000.0;630000.0;1100000.0
11623.0;300.0;16700.0;137000.0;232000.0;564000.0;1300000.0
11761.0;200.0;24000.0;266000.0;465000.0;820000.0;1400000.0
11900.0;200.0;29000.0;211000.0;421000.0;650000.0;970000.0
12038.0;200.0;70000.0;508000.0;680000.0;1100000.0;1500000.0
12177.0;300.0;31000.0;167000.0;581000.0;1000000.0;1700000.0
12315.0;200.0;34000.0;130000.0;157000.0;206000.0;313000.0
12453.0;300.0;96000.0;451000.0;610000.0;900000.0;1400000.0
12592.0;200.0;106000.0;554000.0;680000.0;950000.0;1500000.0
12730.0;300.0;381000.0;870000.0;1100000.0;1700000.0;2900000.0
12868.0;300.0;518000.0;990000.0;1200000.0;1600000.0;2800000.0
13007.0;400.0;940000.0;2000000.0;2400000.0;3300000.0;5000000.0
13145.0;1500.0;1300000.0;2600000.0;3100000.0;4000000.0;5600000.0
13284.0;400.0;1500000.0;3100000.0;3300000.0;4000000.0;4900000.0
13422.0;400.0;1700000.0;3600000.0;3900000.0;4700000.0;6500000.0
