Probes jOPS / Total jOPS
===================================
Domain Marker;critical-jOPS;4092.0
Domain Marker;max-jOPS;10931.0
Domain Marker;Last Success for SLAs;6503.0
Range Marker;Soft Limit;5.0
Range Marker;Hard Limit;3.0
jOPS;Percent of probes jOPS
0;NaN
138;92.1323356751434
277;92.96665963122928
415;94.3475959571732
553;95.17732905232171
692;95.57788569128803
830;96.03178762572851
969;96.17648878932688
1107;96.08237226249032
1245;96.32372680039187
1384;96.45161890999384
1522;96.56761973791654
1660;97.07371071014006
1799;96.88652498707677
1937;97.29156701412919
2076;97.07661054241949
2214;97.4591015085634
2352;97.5868910107657
2491;97.21399078900268
2629;97.73774448103404
2767;97.59152065284181
2906;97.58755273487488
3044;97.59358594837668
3183;97.44341437235765
3321;98.05295409347782
3459;97.7351188596387
3598;97.9442072319857
3736;97.53579550652303
3874;98.12989658925098
4013;97.95903230056092
4151;97.443345161723
4289;98.16141043453075
4428;98.32253256656945
4566;97.91410386666246
4705;98.08475789589073
4843;97.95004734067173
4981;97.85716160956696
5120;98.18649000817784
5258;97.65114966884171
5396;97.65654226419397
5535;97.94246897316555
5673;97.7534017897163
5812;98.05217074419477
5950;97.74509571463926
6088;97.85280235262712
6227;97.08824149183643
6365;97.59242082372879
6503;97.15081105171832
6642;94.43660607481696
6780;92.91367545327601
6918;90.65429919563444
7057;89.12900742425343
7195;87.8076982854734
7334;85.14729247412099
7472;83.27575522519375
7610;81.7292360309091
7749;80.13390899237112
7887;78.20691602197378
8025;76.05095287256732
8164;75.58123051127444
8302;73.55609883232003
8441;72.12229816006689
8579;70.56786781628327
8717;69.60597945373878
8856;67.88200754909838
8994;66.9686583141102
9132;64.01600157840498
9271;63.19227433751137
9409;63.067384886093684
9548;60.25363492187921
9686;59.2005611211293
9824;57.25970814216017
9963;55.80045467230509
10101;52.897536633221364
10239;51.01624493866713
10378;48.69245231391762
10516;44.863450815019114
10654;41.40864001200637
10793;29.158483718299127
10931;13.026969058471126
11070;2.9961036580334968
11208;14.29970996325833
11346;5.0138779029118234
11485;6.014611867934644
