Probes jOPS / Total jOPS
===================================
Domain Marker;critical-jOPS;3910.0
Domain Marker;max-jOPS;10793.0
Domain Marker;Last Success for SLAs;5812.0
Range Marker;Soft Limit;5.0
Range Marker;Hard Limit;3.0
jOPS;Percent of probes jOPS
0;NaN
138;91.32132218093957
277;93.26558970222554
415;94.8105110518119
553;95.0346343208833
692;95.88059675896643
830;96.17958108728982
969;95.57473224151911
1107;96.19735648302304
1245;96.86719259684865
1384;96.59322462614799
1522;96.7805289418905
1660;96.65645932276227
1799;96.98434995965668
1937;96.7570817113368
2076;97.07802682348337
2214;97.44133058603235
2352;97.47919953503104
2491;97.24513875506705
2629;97.25334905405927
2767;97.4319330059381
2906;97.62346192528786
3044;97.96922606505186
3183;97.93073730062564
3321;97.67764048230276
3459;97.65868208397976
3598;97.86053057058558
3736;97.91347249504337
3874;97.9277158105093
4013;97.90841756568872
4151;97.80111302647208
4289;97.89296093110006
4428;97.71077650630312
4566;98.08194723263003
4705;97.20494932919856
4843;98.13522698800917
4981;98.04009199927079
5120;98.27366791542511
5258;97.76524861301822
5396;97.99749573273479
5535;97.9960342031931
5673;98.13227334734364
5812;97.64056542747865
5950;97.44888292981179
6088;97.6941630210505
6227;97.46025523539933
6365;97.77548261127752
6503;97.0574245213623
6642;94.29737185553455
6780;92.84086998523979
6918;90.37702228438356
7057;88.43849263314196
7195;87.4547531964658
7334;85.075916456186
7472;83.49737761058086
7610;80.93528120955689
7749;80.05910687806248
7887;78.39241576762817
8025;76.66314230186704
8164;74.67905602854698
8302;73.03811934166593
8441;71.29468830040608
8579;69.46477078159703
8717;68.39978417551309
8856;66.92850259710579
8994;66.31268383380164
9132;65.12237275294504
9271;62.7451233892212
9409;60.22646045111901
9548;60.685430933081776
9686;56.82489875507757
9824;56.52701063909908
9963;53.37381541913378
10101;48.839561480934705
10239;48.800627215492646
10378;46.0014862232228
10516;33.036636176017126
10654;19.423169151377035
10793;11.419685187229028
10931;4.322890514405712
11070;2.3055854187729756
11208;1.2200065198666346
11346;1.1826337927209671
