
===================================
Domain Marker;critical-jOPS;3910.0
Domain Marker;max-jOPS;10793.0
jOPS;min;median;90-th percentile;95-th percentile;99-th percentile;max
0.0;NaN;NaN;NaN;NaN;NaN;NaN
138.0;300.0;400.0;500.0;600.0;800.0;128000.0
277.0;300.0;500.0;800.0;900.0;1100.0;119000.0
415.0;300.0;600.0;900.0;1000.0;1200.0;120000.0
553.0;300.0;800.0;1100.0;1200.0;1600.0;131000.0
692.0;300.0;900.0;1200.0;1400.0;1700.0;134000.0
830.0;300.0;1000.0;1500.0;1600.0;2000.0;135000.0
969.0;300.0;1100.0;1600.0;1800.0;2500.0;122000.0
1107.0;300.0;1200.0;1800.0;1900.0;2605.000000000291;133000.0
1245.0;300.0;1300.0;1900.0;2100.0;3000.0;133000.0
1384.0;300.0;1400.0;2100.0;2300.0;3500.0;145000.0
1522.0;300.0;1500.0;2200.0;2500.0;3900.0;136000.0
1660.0;300.0;1600.0;2400.0;2700.0;6597.999999999593;138000.0
1799.0;300.0;1700.0;2600.0;3000.0;6300.0;156000.0
1937.0;300.0;1800.0;2700.0;3000.0;6400.0;149000.0
2076.0;300.0;1900.0;2900.0;3300.0;8600.0;141000.0
2214.0;300.0;2000.0;3000.0;3500.0;15300.0;165000.0
2352.0;300.0;2000.0;3200.0;3700.0;15300.0;208000.0
2491.0;300.0;2200.0;3400.0;3900.0;17300.0;178000.0
2629.0;300.0;2300.0;3600.0;4145.000000001164;11500.0;167000.0
2767.0;300.0;2400.0;3800.0;4500.0;17600.0;174000.0
2906.0;300.0;2400.0;3900.0;4500.0;16400.0;171000.0
3044.0;300.0;2600.0;4100.0;5000.0;23000.0;182000.0
3183.0;300.0;2700.0;4400.0;5500.0;27000.0;171000.0
3321.0;300.0;2700.0;4500.0;5600.0;27000.0;183000.0
3459.0;300.0;2900.0;5000.0;6664.999999999418;30000.0;219000.0
3598.0;300.0;2900.0;4900.0;6500.0;29000.0;192000.0
3736.0;300.0;3100.0;5300.0;7400.0;39000.0;191000.0
3874.0;300.0;3100.0;5300.0;7300.0;37000.0;217000.0
4013.0;300.0;3300.0;5800.0;8500.0;37000.0;188000.0
4151.0;300.0;3400.0;6100.0;9900.0;51000.0;209000.0
4289.0;300.0;3500.0;6500.0;10700.0;58000.0;182000.0
4428.0;300.0;3600.0;6600.0;11800.0;55000.0;213000.0
4566.0;300.0;3700.0;7100.0;13965.000000002328;61000.0;215000.0
4705.0;300.0;3900.0;7500.0;13200.0;43000.0;189000.0
4843.0;300.0;3900.0;7700.0;14000.0;50840.00000002561;246000.0
4981.0;300.0;4100.0;7900.0;17200.0;57000.0;218000.0
5120.0;300.0;4200.0;9400.0;23000.0;60000.0;228000.0
5258.0;300.0;4300.0;9600.0;22000.0;68000.0;246000.0
5396.0;300.0;4400.0;10000.0;23000.0;70000.0;317000.0
5535.0;300.0;4600.0;12100.0;30000.0;78000.0;219000.0
5673.0;300.0;4700.0;12000.0;31000.0;84000.0;217000.0
5812.0;300.0;4900.0;16000.0;41000.0;97000.0;269000.0
5950.0;300.0;4900.0;18600.0;43000.0;109000.0;238000.0
6088.0;300.0;5100.0;27000.0;68000.0;194000.0;326000.0
6227.0;300.0;5200.0;18900.0;47000.0;116000.0;256000.0
6365.0;300.0;5400.0;36000.0;67000.0;116000.0;332000.0
6503.0;300.0;5500.0;30000.0;54000.0;113000.0;288000.0
6642.0;300.0;5600.0;30000.0;53000.0;111000.0;259000.0
6780.0;300.0;5800.0;29000.0;58000.0;121000.0;265000.0
6918.0;300.0;5900.0;46000.0;90000.0;155000.0;303000.0
7057.0;300.0;5800.0;48000.0;87000.0;165000.0;347000.0
7195.0;300.0;6300.0;62000.0;95000.0;152000.0;414000.0
7334.0;300.0;6300.0;57000.0;85000.0;155000.0;441000.0
7472.0;200.0;6500.0;82000.0;122000.0;183000.0;437000.0
7610.0;300.0;6600.0;73000.0;107000.0;157000.0;383000.0
7749.0;300.0;7100.0;120000.0;163000.0;235000.0;528000.0
7887.0;200.0;6900.0;92000.0;128000.0;177000.0;419000.0
8025.0;300.0;7000.0;104000.0;144000.0;211000.0;573000.0
8164.0;300.0;7500.0;124000.0;167000.0;250000.0;478000.0
8302.0;300.0;7700.0;129000.0;187000.0;310000.0;594000.0
8441.0;200.0;8600.0;158000.0;207000.0;307000.0;580000.0
8579.0;200.0;9400.0;183000.0;226000.0;290000.0;610000.0
8717.0;200.0;10300.0;175000.0;218000.0;301000.0;720000.0
8856.0;300.0;11900.0;207000.0;247000.0;335000.0;850000.0
8994.0;300.0;16800.0;201000.0;256000.0;334000.0;840000.0
9132.0;300.0;19600.0;213000.0;260000.0;330000.0;680000.0
9271.0;200.0;30000.0;249000.0;300000.0;383000.0;555000.0
9409.0;300.0;28000.0;225000.0;278000.0;376000.0;850000.0
9548.0;300.0;32000.0;233000.0;284000.0;375000.0;720000.0
9686.0;300.0;80000.0;295000.0;347000.0;434000.0;800000.0
9824.0;200.0;82000.0;324000.0;381000.0;458000.0;800000.0
9963.0;300.0;120000.0;360000.0;419000.0;525000.0;910000.0
10101.0;300.0;167000.0;399000.0;454000.0;562000.0;930000.0
10239.0;300.0;165000.0;400000.0;457000.0;559000.0;1100000.0
10378.0;300.0;212000.0;440000.0;497000.0;585000.0;1200000.0
10516.0;300.0;294000.0;576000.0;660000.0;860000.0;1600000.0
10654.0;300.0;413000.0;830000.0;940000.0;1200000.0;1900000.0
10793.0;300.0;593000.0;1200000.0;1300000.0;1600000.0;2500000.0
10931.0;400.0;1300000.0;3200000.0;3800000.0;5000000.0;7800000.0
11070.0;105000.0;1400000.0;3500000.0;4100000.0;5500000.0;6000000.0
11208.0;300.0;1900000.0;4100000.0;4700000.0;5500000.0;6400000.0
11346.0;500.0;1900000.0;3900000.0;4600000.0;5400000.0;5900000.0
