Probes jOPS / Total jOPS
===================================
Domain Marker;critical-jOPS;3697.0
Domain Marker;max-jOPS;11663.0
Domain Marker;Last Success for SLAs;6236.0
Range Marker;Soft Limit;5.0
Range Marker;Hard Limit;3.0
jOPS;Percent of probes jOPS
0;NaN
115;90.28909870677826
231;92.57317564381563
346;93.47759314003456
462;94.65091316049062
577;94.45898146387019
693;95.12751579258409
808;95.95124130502487
924;96.06106675902126
1039;96.81668093474592
1155;96.18224753111998
1270;96.33157774107298
1386;96.79560614584965
1501;96.88389825859163
1617;96.8205963555347
1732;96.09390902865393
1848;97.07403671244452
1963;97.14913733729414
2079;97.04627574119118
2194;96.11620977130585
2310;97.18437990965164
2425;97.59055584768741
2541;97.66996025285125
2656;97.32267423810072
2772;97.13764859893269
2887;97.57217330228055
3002;97.35634829003665
3118;97.66332955317114
3233;96.82467698951342
3349;97.51022373792976
3464;97.69986615514824
3580;97.89040896947422
3695;97.46215895066887
3811;97.02767323217634
3926;97.93067580992248
4042;98.04571995705781
4157;97.85234566548019
4273;97.31052687030822
4388;98.06777637789945
4504;97.65651714301558
4619;98.25174955955185
4735;97.89304690386403
4850;97.91483196578665
4966;97.77868399658217
5081;98.2452706973496
5197;98.24983054062079
5312;96.8978718433566
5428;97.85671780804866
5543;97.92300314301794
5659;98.26367859956149
5774;97.7463767125462
5889;98.07363509824475
6005;97.78707705122024
6120;97.77004588635985
6236;97.44788922817351
6351;96.75086778204543
6467;96.84084533844279
6582;95.62043904911769
6698;93.87052817058989
6813;91.83576403420228
6929;90.50839956264116
7044;88.13624369189229
7160;87.46142956445499
7275;86.35283111056299
7391;84.88527590898958
7506;83.24032117152714
7622;81.70908880347635
7737;80.6970919056364
7853;78.06381044894619
7968;78.43656321029826
8084;76.66175300580117
8199;75.9062586263997
8315;73.01950090502139
8430;72.94362873161478
8546;71.50741627601572
8661;69.87973682687232
8776;67.96756176023705
8892;69.14871769282568
9007;67.37985578128264
9123;66.42821064802895
9238;66.04450039955515
9354;66.12511268762074
9469;64.89239420965951
9585;59.16800296507698
9700;62.43734458676191
9816;60.79490280231858
9931;57.03437934268925
10047;58.11562269731114
10162;57.63283458376685
10278;55.197694902118776
10393;52.692885783483234
10509;52.873059353142104
10624;52.53847953209319
10740;37.930653717225915
10855;45.11161720247286
10971;45.68673816910316
11086;43.859801952362346
11202;18.643120345574324
11317;36.37477385908199
11433;31.18048257821789
11548;5.381979218421934
11663;11.677993924687645
11779;0.6878303470326131
11894;0.7875633666873735
12010;1.9115510075928395
12125;0.25542557610619493
