Probes jOPS / Total jOPS
===================================
Domain Marker;critical-jOPS;4294.0
Domain Marker;max-jOPS;12065.0
Domain Marker;Last Success for SLAs;6931.0
Range Marker;Soft Limit;5.0
Range Marker;Hard Limit;3.0
jOPS;Percent of probes jOPS
0;NaN
128;91.47403785907002
257;92.91544900912454
385;94.38540076507098
513;94.1296662582308
642;94.81367572759267
770;95.7718177798345
898;96.10358537580805
1027;95.93599858329749
1155;95.21732846796077
1283;96.20653491931581
1412;96.68455475108863
1540;96.29344142132815
1669;96.74554539944074
1797;96.08455029697998
1925;97.14117007883034
2054;96.95505438649708
2182;97.2315723421459
2310;97.00962436643695
2439;97.4662934593906
2567;97.48654215594888
2695;97.71558146131052
2824;97.12759665977191
2952;97.04362440127193
3080;97.93365142386777
3209;97.63001726390452
3337;97.60104711303916
3465;96.84068066975175
3594;97.86232382951843
3722;97.94623901999209
3850;97.7304256648424
3979;97.87378691860604
4107;96.78468590451713
4236;98.17269724928875
4364;98.18070395176588
4492;98.07504404056404
4621;98.10811163273195
4749;98.12339174887629
4877;97.90534555465202
5006;98.03212214019588
5134;97.82703545906045
5262;97.8544001007214
5391;98.04675359179933
5519;98.17140932678412
5647;98.00338866858385
5776;97.6116923840533
5904;98.06512959261968
6032;97.97964589249955
6161;98.07528435591054
6289;97.92568479300157
6417;98.30395297366982
6546;96.63579495312858
6674;94.67383888664355
6803;91.9071391441189
6931;91.26629673144906
7059;88.74985323219241
7188;87.99137629268856
7316;86.3867151573154
7444;84.70967481982481
7573;83.17004842973948
7701;80.46762222541231
7829;79.6058462701986
7958;78.71365053085523
8086;76.47627754062532
8214;75.34504909042076
8343;74.95756788297494
8471;72.92765928632159
8599;71.4029728765829
8728;70.84841062636501
8856;70.16347449952472
8984;69.0394159061852
9113;67.68154779032952
9241;67.24086077727702
9370;66.42198648688448
9498;64.80150817373442
9626;62.98295803925112
9755;61.59527500874302
9883;59.899885327555886
10011;59.42537773878582
10140;57.09641989369432
10268;59.19415679696215
10396;57.835601311789226
10525;54.79683507167496
10653;44.33778409601618
10781;50.450545164914324
10910;52.02430149987018
11038;52.08363686082659
11166;24.937550330133526
11295;50.40186550411521
11423;45.87024755114385
11551;44.63531611713658
11680;24.15825400921676
11808;25.73946860762591
11937;7.3986872923652545
12065;11.845927273240534
12193;0.6345089011393932
12322;0.9907866746177311
12450;0.6059391110932365
12578;0.2525448163139384
