Probes jOPS / Total jOPS
===================================
Domain Marker;critical-jOPS;4049.0
Domain Marker;max-jOPS;10931.0
Domain Marker;Last Success for SLAs;6365.0
Range Marker;Soft Limit;5.0
Range Marker;Hard Limit;3.0
jOPS;Percent of probes jOPS
0;NaN
138;90.78383335438689
277;92.7877807107193
415;94.8875660479918
553;95.03438694244183
692;95.33564154896386
830;96.10540102292143
969;96.0087248390201
1107;95.72156278967164
1245;96.65574073037827
1384;96.78304592635313
1522;97.07217935378948
1660;96.97613944584994
1799;97.09694230132857
1937;97.32930935009766
2076;97.09709608212137
2214;96.93153056370605
2352;97.39305763103732
2491;97.49367210468577
2629;97.23567941197358
2767;97.66144034729747
2906;97.69064173113091
3044;97.39995240866583
3183;97.648237658206
3321;97.52806604582216
3459;97.87427102770367
3598;97.99433220053594
3736;97.98764994328624
3874;97.76610578225727
4013;97.63549028977928
4151;97.57334390457505
4289;98.00281488470758
4428;97.74061322082355
4566;97.84278032672245
4705;98.26999610873656
4843;97.82174540646108
4981;97.92961279619576
5120;97.48813163531018
5258;97.8462460893567
5396;97.07708304523844
5535;97.58560258131925
5673;97.87513103597784
5812;97.84607647823408
5950;97.58884194060289
6088;97.67635737881831
6227;97.48938657774302
6365;97.21543651221782
6503;96.26530013369631
6642;93.81866585841175
6780;92.80669673565562
6918;90.29344824825797
7057;88.37430283196255
7195;87.78740013647482
7334;84.94325901141296
7472;83.76587254232065
7610;81.33932635923364
7749;80.06691846173136
7887;77.807115889439
8025;76.90521354949476
8164;75.50580962739328
8302;73.66851102771955
8441;72.27660565582077
8579;70.26059468021853
8717;69.31959621559493
8856;67.18858833279866
8994;66.22309694666244
9132;64.5324518199261
9271;64.55942438523266
9409;60.71801050380448
9548;58.11772033552745
9686;56.67855464786669
9824;55.31152677089698
9963;51.66290977439652
10101;51.966377630728715
10239;48.643913477489804
10378;47.34957254863181
10516;40.35667718646376
10654;29.592538219111145
10793;19.87525446565459
10931;6.519051515928215
11070;2.6073813520146376
11208;1.361547569657244
11346;4.563485899636627
11485;5.5151290362421515
