Probes jOPS / Total jOPS
===================================
Domain Marker;critical-jOPS;4097.0
Domain Marker;max-jOPS;11485.0
Domain Marker;Last Success for SLAs;6227.0
Range Marker;Soft Limit;5.0
Range Marker;Hard Limit;3.0
jOPS;Percent of probes jOPS
0;NaN
138;91.91193352304288
277;93.12929190719824
415;94.81378467909497
553;95.63407588929172
692;95.03404320462798
830;96.24707572965687
969;96.15127454561319
1107;96.81706879054838
1245;96.85371330536702
1384;96.8054857418544
1522;96.68949897477987
1660;96.8262817154283
1799;96.79929072023226
1937;95.81724058339577
2076;97.24494447788383
2214;97.21323778300416
2352;96.78207698998847
2491;97.22793457813027
2629;97.33952950663016
2767;97.28653728444128
2906;97.27390512192079
3044;97.0613714528521
3183;96.92103232977472
3321;97.58192260926651
3459;97.74695495578486
3598;97.54463000860845
3736;97.64642761915204
3874;97.3913996433504
4013;98.0552751847218
4151;97.83064463984871
4289;98.14042090081439
4428;97.76691714060225
4566;97.86990377852
4705;97.9970555718233
4843;98.07465956061688
4981;98.03726310609888
5120;97.948586424078
5258;97.94027261505856
5396;98.04803553197894
5535;97.77599781825198
5673;97.59824905316626
5812;98.29749540505969
5950;98.03736923209772
6088;98.14321538819601
6227;97.87199034473021
6365;97.21067541522706
6503;96.86813193929667
6642;94.17539456716594
6780;93.05292118986011
6918;90.40456491871319
7057;89.20475888278749
7195;88.18425471574447
7334;85.60353112570466
7472;84.2634917603749
7610;81.28097449474704
7749;80.20397985361906
7887;78.40790802485566
8025;77.16821967725237
8164;75.136655396865
8302;73.64825129638106
8441;72.13204939346308
8579;72.52073889756882
8717;69.65664855503869
8856;68.1543694722134
8994;68.36944932857604
9132;66.91612627138315
9271;65.2518092487984
9409;63.92253682549976
9548;62.41173179624774
9686;61.15818976918104
9824;57.74650868555022
9963;59.35484928224203
10101;55.91943420054716
10239;56.5959739121254
10378;44.599165590177925
10516;52.46710612814644
10654;51.797705213702045
10793;49.22931695097234
10931;27.99020929369508
11070;44.98478383532419
11208;39.772171560503885
11346;24.009316197275634
11485;26.584774494266505
11623;0.6275801218062079
11761;4.4704308397452905
11900;1.6868254108645562
12038;1.5449426273063052
