
===================================
Domain Marker;critical-jOPS;3736.0
Domain Marker;max-jOPS;10393.0
jOPS;min;median;90-th percentile;95-th percentile;99-th percentile;max
0.0;NaN;NaN;NaN;NaN;NaN;NaN
115.0;300.0;400.0;500.0;600.0;700.0;1200.0
231.0;300.0;500.0;700.0;800.0;900.0;3300.0
346.0;300.0;600.0;800.0;900.0;1100.0;109000.0
462.0;300.0;700.0;1000.0;1100.0;1400.0;125000.0
577.0;300.0;800.0;1200.0;1300.0;1700.0;127000.0
693.0;300.0;900.0;1300.0;1400.0;1900.0;129000.0
808.0;300.0;1000.0;1500.0;1600.0;2400.0;131000.0
924.0;300.0;1100.0;1600.0;1800.0;2600.0;128000.0
1039.0;300.0;1200.0;1800.0;2000.0;2900.0;130000.0
1155.0;300.0;1300.0;1900.0;2100.0;3200.0;125000.0
1270.0;300.0;1400.0;2000.0;2200.0;3300.0;133000.0
1386.0;300.0;1500.0;2200.0;2400.0;4200.0;134000.0
1501.0;300.0;1600.0;2300.0;2700.0;4800.0;137000.0
1617.0;300.0;1600.0;2400.0;2700.0;6400.0;142000.0
1732.0;300.0;1700.0;2600.0;3100.0;7800.0;146000.0
1848.0;300.0;1800.0;2800.0;3200.0;9635.000000000582;138000.0
1963.0;300.0;1900.0;2900.0;3400.0;9400.0;138000.0
2079.0;300.0;2000.0;3100.0;3600.0;10600.0;140000.0
2194.0;300.0;2100.0;3200.0;3900.0;11900.0;156000.0
2310.0;300.0;2100.0;3400.0;4000.0;14000.0;150000.0
2425.0;300.0;2300.0;3600.0;4500.0;17500.0;159000.0
2541.0;300.0;2300.0;3700.0;4600.0;17800.0;167000.0
2656.0;300.0;2400.0;4000.0;5100.0;18000.0;185000.0
2772.0;300.0;2500.0;4100.0;5400.0;24000.0;185000.0
2887.0;300.0;2600.0;4200.0;5200.0;18300.0;147000.0
3002.0;300.0;2700.0;4500.0;6100.0;27000.0;183000.0
3118.0;300.0;2800.0;4800.0;6400.0;23000.0;157000.0
3233.0;300.0;2900.0;5000.0;7100.0;31000.0;180000.0
3349.0;300.0;3000.0;5000.0;6800.0;29000.0;156000.0
3464.0;300.0;3000.0;5300.0;7900.0;46000.0;189000.0
3580.0;300.0;3200.0;5600.0;8100.0;30000.0;207000.0
3695.0;300.0;3200.0;5900.0;9900.0;44000.0;238000.0
3811.0;300.0;3300.0;6400.0;10300.0;36000.0;190000.0
3926.0;300.0;3400.0;6300.0;9400.0;31000.0;177000.0
4042.0;300.0;3500.0;6900.0;14000.0;62000.0;196000.0
4157.0;300.0;3600.0;7200.0;15400.0;59239.99999999069;163000.0
4273.0;300.0;3600.0;7300.0;14400.0;54000.0;216000.0
4388.0;300.0;3800.0;8100.0;17300.0;77000.0;217000.0
4504.0;300.0;3900.0;8100.0;15500.0;47000.0;188000.0
4619.0;300.0;3900.0;8300.0;17000.0;55000.0;239000.0
4735.0;300.0;4200.0;10700.0;31000.0;112000.0;257000.0
4850.0;300.0;4200.0;9600.0;24000.0;66000.0;210000.0
4966.0;300.0;4300.0;9800.0;18500.0;56000.0;170000.0
5081.0;300.0;4400.0;11600.0;27000.0;69000.0;241000.0
5197.0;300.0;4600.0;14200.0;32000.0;87000.0;206000.0
5312.0;300.0;4600.0;13300.0;29000.0;74000.0;217000.0
5428.0;300.0;4700.0;14000.0;33000.0;99000.0;280000.0
5543.0;300.0;5000.0;15800.0;35000.0;86000.0;204000.0
5659.0;300.0;5200.0;20000.0;43000.0;100000.0;237000.0
5774.0;300.0;5200.0;18100.0;39000.0;115000.0;273000.0
5889.0;300.0;5400.0;25000.0;46000.0;102000.0;226000.0
6005.0;300.0;5600.0;25000.0;43000.0;90000.0;220000.0
6120.0;300.0;5800.0;39000.0;73000.0;120000.0;322000.0
6236.0;300.0;5900.0;33000.0;59000.0;117000.0;275000.0
