Probes jOPS / Total jOPS
===================================
Domain Marker;critical-jOPS;5100.0
Domain Marker;max-jOPS;12868.0
Domain Marker;Last Success for SLAs;9686.0
Range Marker;Soft Limit;5.0
Range Marker;Hard Limit;3.0
jOPS;Percent of probes jOPS
0;NaN
138;91.68443311792893
277;92.83479551875566
415;94.39017663373498
553;95.00496781632016
692;94.66123882375743
830;96.13648006760404
969;94.94970003022671
1107;95.87458528736524
1245;96.85328323011815
1384;96.67154514267189
1522;96.74026287717943
1660;96.99682267959787
1799;96.74887726213358
1937;97.21599201510521
2076;97.14894910452982
2214;95.99005418644964
2352;97.28247258063766
2491;97.5524583419662
2629;97.72539812420638
2767;97.47897972379297
2906;97.35971168564186
3044;97.50746705069024
3183;97.78304972845207
3321;97.71918761592094
3459;97.15998499457048
3598;97.85225622883088
3736;97.72919014649096
3874;97.72451945585564
4013;97.59214130748077
4151;97.21782672740264
4289;97.93500978078805
4428;98.32440697853436
4566;98.0598502188709
4705;97.97249029634331
4843;98.28520126916943
4981;98.13158564775536
5120;98.46153928829551
5258;96.79304421681574
5396;97.33870411834741
5535;98.40450742730673
5673;97.91587530664879
5812;96.90040047795947
5950;98.39080922726225
6088;96.85586491114022
6227;98.0762292763453
6365;97.14148427281489
6503;97.33548827783171
6642;93.66352927051156
6780;93.7180584805586
6918;91.38236542143194
7057;89.61240589203175
7195;88.24409858753774
7334;86.44916878650724
7472;84.89600686124807
7610;82.87972020691537
7749;80.52379950910887
7887;78.72644533043324
8025;78.30254144501741
8164;77.30912177495908
8302;74.71300939147437
8441;73.23148429384902
8579;73.26325831437174
8717;72.55238441825277
8856;69.49314474679838
8994;68.77034805977003
9132;68.96152564257032
9271;66.41316589279344
9409;65.52199710653602
9548;64.0700978507711
9686;65.12687466131275
9824;62.03519223647869
9963;61.46992333906346
10101;62.21593289919597
10239;61.35641281732066
10378;60.72653266406787
10516;57.646788561466344
10654;53.99115471536815
10793;58.11097984326363
10931;56.983411297137
11070;54.5398719809966
11208;49.66534043656227
11346;53.69128995068793
11485;53.90101384972285
11623;52.6651594184147
11761;46.07299756911035
11900;44.10189556617503
12038;40.65669223788903
12177;36.94979000873206
12315;33.59701162181518
12453;26.552458573101767
12592;7.274012211329784
12730;7.662993816378941
12868;4.5525753222756595
13007;1.3393114008247793
13145;2.595412526935826
13284;4.330428927018901
13422;2.98375711866203
