
===================================
Domain Marker;critical-jOPS;3999.0
Domain Marker;max-jOPS;10654.0
jOPS;min;median;90-th percentile;95-th percentile;99-th percentile;max
0.0;NaN;NaN;NaN;NaN;NaN;NaN
138.0;300.0;400.0;600.0;600.0;800.0;1100.0
277.0;300.0;500.0;800.0;900.0;1000.0;119000.0
415.0;300.0;600.0;900.0;1000.0;1300.0;143000.0
553.0;300.0;700.0;1100.0;1200.0;1500.0;136000.0
692.0;300.0;900.0;1300.0;1400.0;1800.0;119000.0
830.0;300.0;1000.0;1400.0;1600.0;2100.0;136000.0
969.0;300.0;1100.0;1600.0;1800.0;2300.0;136000.0
1107.0;300.0;1200.0;1800.0;2000.0;2600.0;134000.0
1245.0;300.0;1300.0;1900.0;2100.0;3000.0;137000.0
1384.0;300.0;1400.0;2100.0;2300.0;3400.0;136000.0
1522.0;300.0;1500.0;2300.0;2500.0;4700.0;134000.0
1660.0;300.0;1600.0;2400.0;2700.0;5200.0;136000.0
1799.0;300.0;1700.0;2600.0;2900.0;9500.0;165000.0
1937.0;300.0;1800.0;2800.0;3200.0;11900.0;189000.0
2076.0;300.0;1900.0;2900.0;3300.0;9500.0;139000.0
2214.0;300.0;2000.0;3100.0;3600.0;11800.0;150000.0
2352.0;300.0;2100.0;3200.0;3600.0;8000.0;140000.0
2491.0;300.0;2200.0;3500.0;4100.0;17900.0;179000.0
2629.0;300.0;2300.0;3600.0;4200.0;17600.0;162000.0
2767.0;300.0;2400.0;3800.0;4500.0;15700.0;170000.0
2906.0;300.0;2500.0;4000.0;4800.0;18100.0;159000.0
3044.0;300.0;2600.0;4200.0;5200.0;25000.0;173000.0
3183.0;300.0;2700.0;4400.0;5500.0;27000.0;181000.0
3321.0;300.0;2900.0;4700.0;5700.0;35000.0;231000.0
3459.0;300.0;2900.0;4900.0;6500.0;25000.0;185000.0
3598.0;300.0;3100.0;5300.0;7400.0;36000.0;161000.0
3736.0;300.0;3100.0;5400.0;6900.0;34000.0;177000.0
3874.0;300.0;3200.0;5600.0;7900.0;38000.0;191000.0
4013.0;300.0;3300.0;5800.0;8100.0;39000.0;208000.0
4151.0;300.0;3500.0;6300.0;9700.0;51000.0;168000.0
4289.0;300.0;3600.0;6600.0;9800.0;47000.0;208000.0
4428.0;300.0;3700.0;7000.0;13900.0;59000.0;182000.0
4566.0;300.0;3700.0;6900.0;14000.0;57000.0;217000.0
4705.0;300.0;3900.0;7500.0;14100.0;53000.0;202000.0
4843.0;300.0;3800.0;7600.0;15800.0;61000.0;253000.0
4981.0;300.0;4000.0;7800.0;15900.0;64000.0;226000.0
5120.0;300.0;4100.0;8300.0;17900.0;61000.0;210000.0
5258.0;300.0;4300.0;9300.0;22000.0;66000.0;183000.0
5396.0;300.0;4400.0;10000.0;24000.0;71000.0;222000.0
5535.0;300.0;4600.0;11000.0;27000.0;63000.0;229000.0
5673.0;300.0;4700.0;12800.0;34000.0;91000.0;201000.0
5812.0;300.0;4900.0;14200.0;38000.0;94000.0;250000.0
5950.0;300.0;4900.0;15100.0;38000.0;91000.0;291000.0
6088.0;300.0;5200.0;23000.0;51000.0;115000.0;300000.0
6227.0;300.0;5400.0;22000.0;51000.0;99000.0;285000.0
6365.0;300.0;5500.0;22000.0;49000.0;111000.0;211000.0
6503.0;300.0;5500.0;34000.0;67000.0;121000.0;245000.0
6642.0;200.0;5600.0;32000.0;56000.0;107000.0;264000.0
6780.0;300.0;5900.0;49000.0;88000.0;164000.0;389000.0
6918.0;300.0;5800.0;35000.0;55000.0;101000.0;236000.0
7057.0;200.0;6100.0;41000.0;70000.0;163000.0;381000.0
7195.0;300.0;6300.0;49000.0;82000.0;135000.0;369000.0
7334.0;300.0;6500.0;59000.0;95000.0;155000.0;495000.0
7472.0;300.0;6400.0;63000.0;118000.0;207010.0000000093;393000.0
7610.0;300.0;6700.0;86000.0;125000.0;187000.0;451000.0
7749.0;300.0;6800.0;79000.0;118000.0;180000.0;393000.0
7887.0;300.0;7000.0;93000.0;122000.0;171000.0;464000.0
8025.0;200.0;7200.0;114000.0;154000.0;213000.0;583000.0
8164.0;300.0;8000.0;150000.0;194000.0;275000.0;720000.0
8302.0;300.0;8000.0;143000.0;177000.0;260000.0;599000.0
8441.0;300.0;8900.0;142000.0;179000.0;254000.0;593000.0
8579.0;300.0;8900.0;174000.0;219000.0;293000.0;660000.0
8717.0;300.0;11100.0;160000.0;201000.0;273000.0;700000.0
8856.0;300.0;13000.0;181000.0;242000.0;312000.0;561000.0
8994.0;200.0;17200.0;203000.0;256000.0;369000.0;720000.0
9132.0;200.0;23000.0;238000.0;290000.0;370000.0;960000.0
9271.0;300.0;26000.0;225000.0;281000.0;374000.0;830000.0
9409.0;300.0;56000.0;272000.0;321000.0;402000.0;740000.0
9548.0;200.0;72000.0;285000.0;347000.0;473000.0;1300000.0
