Probes jOPS / Total jOPS
===================================
Domain Marker;critical-jOPS;3937.0
Domain Marker;max-jOPS;10793.0
Domain Marker;Last Success for SLAs;6365.0
Range Marker;Soft Limit;5.0
Range Marker;Hard Limit;3.0
jOPS;Percent of probes jOPS
0;NaN
138;91.20241278841408
277;92.82749006299471
415;94.57456338331109
553;94.84877439859125
692;95.59922614800502
830;95.39106988400196
969;96.11769523582286
1107;96.753981178671
1245;96.46371291144929
1384;96.53698054336547
1522;96.94158596435916
1660;96.95981747415334
1799;97.16404176969468
1937;97.05758386612163
2076;97.25487806985632
2214;97.19349064423865
2352;97.43764952332515
2491;97.6610244403438
2629;97.25382087032779
2767;97.56908302680456
2906;97.47704022393866
3044;97.54937947855561
3183;97.29873959561934
3321;97.65770451197358
3459;97.95777037238996
3598;97.7335221949882
3736;97.94390471508021
3874;97.8787509683915
4013;97.87954712201113
4151;98.11383473600458
4289;98.0323180272192
4428;97.91536627157217
4566;97.94836352550433
4705;98.23031052296787
4843;97.9758382888041
4981;97.8026330677404
5120;98.28334982299683
5258;97.52449683647424
5396;97.82968330894903
5535;97.9301162710701
5673;97.9597345677102
5812;98.23228478196813
5950;97.59684642640566
6088;97.55875808292288
6227;97.5821642020979
6365;97.53266181527694
6503;96.6461267768111
6642;93.9866886195768
6780;93.23370015636618
6918;90.58943875102172
7057;89.18448983431074
7195;87.3269544075509
7334;85.19572730205363
7472;83.35681827765757
7610;81.19066080054583
7749;79.60958786686359
7887;78.37087339103574
8025;76.95010648200285
8164;73.94497024755418
8302;73.56859277555364
8441;71.73177045460997
8579;69.855872248693
8717;69.0374412227306
8856;66.69444719844024
8994;65.66969418970659
9132;64.3075847806817
9271;63.35168377741565
9409;58.328516981930086
9548;59.313089726504934
9686;57.47547321377167
9824;54.94168939027339
9963;53.736630412781146
10101;51.592997868271404
10239;46.012533591712234
10378;44.86205472554963
10516;33.477324852262804
10654;19.993642117873105
10793;12.029388259077567
10931;6.5841841207433625
11070;10.401098628914802
11208;4.931428007673378
11346;2.08402437110362
