
===================================
Domain Marker;critical-jOPS;4298.0
Domain Marker;max-jOPS;12453.0
jOPS;min;median;90-th percentile;95-th percentile;99-th percentile;max
0.0;NaN;NaN;NaN;NaN;NaN;NaN
138.0;300.0;400.0;500.0;500.0;700.0;140000.0
277.0;300.0;500.0;700.0;800.0;1000.0;146000.0
415.0;300.0;600.0;900.0;1000.0;1200.0;37000.0
553.0;300.0;700.0;1000.0;1100.0;1400.0;98000.0
692.0;300.0;800.0;1200.0;1300.0;1700.0;126000.0
830.0;300.0;900.0;1300.0;1500.0;2200.0;148000.0
969.0;300.0;1000.0;1500.0;1700.0;6291.000000000349;158000.0
1107.0;300.0;1100.0;1600.0;1800.0;32000.0;148000.0
1245.0;300.0;1200.0;1800.0;2000.0;3400.0;150000.0
1384.0;300.0;1300.0;1900.0;2100.0;5100.0;146000.0
1522.0;300.0;1400.0;2100.0;2300.0;4800.0;120000.0
1660.0;300.0;1500.0;2200.0;2500.0;53149.99999999418;156000.0
1799.0;300.0;1600.0;2400.0;2700.0;7600.0;125000.0
1937.0;300.0;1700.0;2500.0;2800.0;4500.0;86000.0
2076.0;300.0;1800.0;2700.0;2900.0;4800.0;99000.0
2214.0;300.0;1800.0;2800.0;3100.0;5900.0;111000.0
2352.0;300.0;2000.0;3000.0;3500.0;94000.0;151000.0
2491.0;300.0;2000.0;3100.0;3400.0;7300.0;118000.0
2629.0;300.0;2100.0;3300.0;3600.0;9400.0;126000.0
2767.0;300.0;2200.0;3400.0;3800.0;9100.0;112000.0
2906.0;300.0;2300.0;3700.0;4500.0;96000.0;940000.0
3044.0;300.0;2400.0;3700.0;4200.0;12400.0;134000.0
3183.0;300.0;2500.0;3900.0;4400.0;10700.0;119000.0
3321.0;300.0;2600.0;4100.0;4800.0;15900.0;114000.0
3459.0;300.0;2700.0;4300.0;4900.0;15800.0;930000.0
3598.0;300.0;2800.0;4500.0;5400.0;16100.0;126000.0
3736.0;300.0;2800.0;4400.0;5100.0;16760.000000000582;116000.0
3874.0;300.0;2900.0;4700.0;5400.0;18300.0;141000.0
4013.0;300.0;3000.0;5100.0;6700.0;108000.0;1100000.0
4151.0;300.0;3100.0;5000.0;5900.0;21000.0;137000.0
4289.0;300.0;3300.0;5700.0;8600.0;301000.0;475000.0
4428.0;300.0;3300.0;5500.0;6500.0;21000.0;139000.0
4566.0;300.0;3500.0;5900.0;8200.0;27000.0;950000.0
4705.0;300.0;3500.0;6000.0;7500.0;27000.0;140000.0
4843.0;300.0;3600.0;6200.0;7700.0;27000.0;152000.0
4981.0;300.0;3700.0;6400.0;8000.0;29000.0;167000.0
5120.0;300.0;3800.0;6700.0;11000.0;184000.0;950000.0
5258.0;300.0;3800.0;6600.0;8600.0;32000.0;150000.0
5396.0;300.0;4000.0;7400.0;15800.0;342000.0;940000.0
5535.0;200.0;4200.0;7900.0;16600.0;408000.0;548000.0
5673.0;300.0;4100.0;7500.0;10700.0;39000.0;161000.0
5812.0;300.0;4400.0;8400.0;19900.0;123000.0;1100000.0
5950.0;300.0;4400.0;8400.0;19800.0;43000.0;960000.0
6088.0;300.0;4700.0;9700.0;25000.0;308000.0;417000.0
6227.0;300.0;4500.0;8300.0;12000.0;43000.0;140000.0
6365.0;300.0;4800.0;10100.0;31000.0;467000.0;950000.0
6503.0;300.0;4800.0;8800.0;14000.0;41000.0;149000.0
6642.0;200.0;5000.0;12000.0;36000.0;206000.0;950000.0
6780.0;300.0;5000.0;11200.0;30000.0;58000.0;148000.0
6918.0;300.0;5000.0;9800.0;18200.0;43000.0;157000.0
7057.0;200.0;5200.0;14300.0;41000.0;254000.0;970000.0
7195.0;300.0;5200.0;13600.0;38000.0;510000.0;950000.0
7334.0;200.0;5500.0;31000.0;56000.0;160000.0;1000000.0
7472.0;300.0;5100.0;11600.0;27000.0;57000.0;165000.0
7610.0;300.0;5400.0;19100.0;50000.0;596000.0;970000.0
7749.0;300.0;5700.0;22000.0;54000.0;567000.0;1100000.0
7887.0;200.0;5600.0;22000.0;52000.0;513000.0;750000.0
8025.0;300.0;5800.0;28000.0;61000.0;120000.0;940000.0
8164.0;300.0;5800.0;26000.0;59000.0;316000.0;960000.0
8302.0;300.0;5900.0;27000.0;62000.0;551000.0;1000000.0
8441.0;300.0;5800.0;28000.0;61000.0;585000.0;1100000.0
8579.0;200.0;6000.0;37000.0;71000.0;285000.0;1000000.0
8717.0;300.0;5700.0;34000.0;75000.0;800000.0;1100000.0
8856.0;300.0;6100.0;42000.0;83000.0;243000.0;1200000.0
8994.0;200.0;6200.0;42000.0;81000.0;620000.0;950000.0
9132.0;200.0;6300.0;43000.0;93000.0;720000.0;930000.0
9271.0;300.0;6500.0;49000.0;85000.0;553000.0;1100000.0
9409.0;300.0;6700.0;56000.0;98000.0;308000.0;1200000.0
9548.0;300.0;7200.0;73000.0;142000.0;610000.0;1500000.0
9686.0;300.0;7700.0;117000.0;264000.0;500000.0;1100000.0
9824.0;200.0;7100.0;69000.0;126000.0;487000.0;680000.0
9963.0;300.0;7100.0;66000.0;120000.0;730000.0;1400000.0
10101.0;300.0;7500.0;72000.0;149000.0;900000.0;1100000.0
10239.0;300.0;7600.0;77000.0;145000.0;441000.0;1000000.0
10378.0;200.0;9200.0;123000.0;317000.0;536000.0;940000.0
10516.0;200.0;9300.0;85000.0;146000.0;475000.0;1100000.0
10654.0;200.0;10300.0;119000.0;248000.0;454000.0;1500000.0
10793.0;200.0;15200.0;256000.0;461000.0;730000.0;1600000.0
10931.0;200.0;14400.0;224000.0;477000.0;890000.0;1700000.0
11070.0;200.0;13500.0;131000.0;421000.0;690000.0;1300000.0
11208.0;200.0;22000.0;231000.0;418000.0;650000.0;1200000.0
11346.0;200.0;33000.0;428000.0;537000.0;750000.0;1600000.0
11485.0;300.0;34000.0;312000.0;585000.0;850000.0;1300000.0
11623.0;300.0;53000.0;502000.0;610000.0;790000.0;1500000.0
11761.0;200.0;60000.0;415000.0;620000.0;810000.0;1400000.0
11900.0;300.0;106000.0;465000.0;591000.0;810000.0;1300000.0
12038.0;200.0;149000.0;567000.0;660000.0;830000.0;1400000.0
12177.0;300.0;640000.0;1100000.0;1200000.0;1700000.0;2200000.0
12315.0;400.0;930000.0;1700000.0;2000000.0;2400000.0;3500000.0
12453.0;400.0;960000.0;2000000.0;2600000.0;3000000.0;4100000.0
12592.0;1300.0;2100000.0;4800000.0;5800000.0;8000000.0;1.3E7
12730.0;118000.0;3300000.0;6500000.0;7200000.0;8000000.0;1.4E7
12868.0;4900.0;3400000.0;7600000.0;8600000.0;9800000.0;1.1E7
13007.0;160000.0;6100000.0;1.2E7;1.3E7;1.3E7;1.3E7
