
===================================
Domain Marker;critical-jOPS;3791.0
Domain Marker;max-jOPS;10047.0
jOPS;min;median;90-th percentile;95-th percentile;99-th percentile;max
0.0;NaN;NaN;NaN;NaN;NaN;NaN
115.0;300.0;400.0;500.0;600.0;700.0;109000.0
231.0;300.0;500.0;700.0;800.0;900.0;120000.0
346.0;300.0;600.0;900.0;900.0;1200.0;6600.0
462.0;300.0;700.0;1000.0;1100.0;1500.0;130000.0
577.0;300.0;800.0;1100.0;1200.0;1500.0;130000.0
693.0;300.0;900.0;1300.0;1400.0;1800.0;125000.0
808.0;300.0;1000.0;1400.0;1600.0;2200.0;109000.0
924.0;300.0;1100.0;1600.0;1700.0;2400.0;112000.0
1039.0;300.0;1200.0;1700.0;1900.0;2700.0;129000.0
1155.0;300.0;1300.0;1900.0;2000.0;3000.0;133000.0
1270.0;300.0;1400.0;2000.0;2300.0;4100.0;145000.0
1386.0;300.0;1400.0;2200.0;2400.0;4200.0;129000.0
1501.0;300.0;1500.0;2300.0;2600.0;6500.0;139000.0
1617.0;300.0;1600.0;2400.0;2700.0;6700.0;140000.0
1732.0;300.0;1700.0;2600.0;3000.0;6600.0;139000.0
1848.0;300.0;1800.0;2700.0;3100.0;8300.0;137000.0
1963.0;300.0;1900.0;2800.0;3300.0;9600.0;142000.0
2079.0;300.0;1900.0;3000.0;3500.0;16400.0;173000.0
2194.0;300.0;2000.0;3200.0;3700.0;11200.0;137000.0
2310.0;300.0;2100.0;3400.0;4000.0;15200.0;154000.0
2425.0;300.0;2200.0;3600.0;4300.0;19200.0;149000.0
2541.0;300.0;2300.0;3600.0;4400.0;16400.0;141000.0
2656.0;300.0;2400.0;3800.0;4800.0;17800.0;145000.0
2772.0;300.0;2500.0;4000.0;5000.0;17600.0;144000.0
2887.0;300.0;2600.0;4200.0;5300.0;21000.0;165000.0
3002.0;300.0;2600.0;4500.0;6200.0;30000.0;213000.0
3118.0;300.0;2700.0;4600.0;6400.0;27000.0;161000.0
3233.0;300.0;2800.0;4800.0;6400.0;27000.0;153000.0
3349.0;300.0;2800.0;5000.0;7100.0;28000.0;193000.0
3464.0;300.0;2900.0;5300.0;7900.0;35000.0;179000.0
3580.0;300.0;3100.0;5600.0;8400.0;37000.0;231000.0
3695.0;300.0;3200.0;5900.0;9600.0;42000.0;210000.0
3811.0;300.0;3200.0;6100.0;10600.0;48000.0;211000.0
3926.0;300.0;3300.0;6300.0;11100.0;46000.0;162000.0
4042.0;300.0;3400.0;6600.0;12400.0;45000.0;198000.0
4157.0;300.0;3500.0;6800.0;12600.0;55000.0;179000.0
4273.0;300.0;3600.0;7300.0;13900.0;40000.0;176000.0
4388.0;300.0;3700.0;8300.0;17400.0;55000.0;208000.0
4504.0;300.0;3800.0;8100.0;16200.0;48000.0;202000.0
4619.0;300.0;3900.0;8700.0;19700.0;55000.0;176000.0
4735.0;300.0;4100.0;10700.0;27000.0;68000.0;202000.0
4850.0;300.0;4100.0;9800.0;23000.0;87000.0;217000.0
4966.0;300.0;4300.0;11300.0;27000.0;77000.0;207000.0
5081.0;300.0;4400.0;10900.0;23000.0;58000.0;205000.0
5197.0;300.0;4600.0;13600.0;30000.0;75000.0;229000.0
5312.0;300.0;4600.0;15600.0;35000.0;113000.0;274000.0
5428.0;300.0;4700.0;14000.0;31000.0;73000.0;236000.0
5543.0;300.0;5000.0;21000.0;42000.0;99000.0;219000.0
5659.0;300.0;5100.0;19600.0;41000.0;94000.0;284000.0
5774.0;300.0;5300.0;23000.0;44000.0;84000.0;225000.0
5889.0;300.0;5300.0;28000.0;54000.0;123000.0;292000.0
6005.0;300.0;5600.0;27000.0;51000.0;94000.0;210000.0
6120.0;300.0;5800.0;28000.0;48000.0;91000.0;209000.0
6236.0;300.0;6100.0;39000.0;63000.0;112000.0;228000.0
6351.0;200.0;6300.0;44000.0;74000.0;138000.0;310000.0
6467.0;300.0;6500.0;62000.0;96000.0;153000.0;321000.0
6582.0;300.0;6600.0;44000.0;77000.0;132000.0;388000.0
6698.0;300.0;6700.0;59000.0;84000.0;127000.0;392000.0
6813.0;300.0;6900.0;58000.0;87000.0;212000.0;516000.0
6929.0;300.0;7000.0;72000.0;108000.0;184000.0;440000.0
7044.0;300.0;7400.0;73000.0;111000.0;170000.0;346000.0
7160.0;300.0;7400.0;90000.0;122000.0;174000.0;496000.0
7275.0;200.0;7700.0;104000.0;145000.0;208000.0;560000.0
7391.0;300.0;8300.0;106000.0;142000.0;225000.0;610000.0
7506.0;300.0;8300.0;99000.0;134000.0;204000.0;497000.0
7622.0;300.0;8200.0;103000.0;152000.0;251000.0;620000.0
7737.0;300.0;8300.0;113000.0;154000.0;231000.0;620000.0
7853.0;300.0;9600.0;151000.0;191000.0;254000.0;578000.0
7968.0;300.0;10100.0;155000.0;212000.0;313000.0;512000.0
8084.0;300.0;9900.0;146000.0;201000.0;292000.0;700000.0
8199.0;300.0;12700.0;203000.0;266000.0;358000.0;620000.0
8315.0;300.0;14700.0;210000.0;258000.0;321000.0;730000.0
8430.0;300.0;14700.0;209000.0;266000.0;360000.0;720000.0
8546.0;300.0;19700.0;218000.0;281000.0;370000.0;750000.0
8661.0;300.0;27000.0;228000.0;281000.0;386000.0;670000.0
8776.0;300.0;35000.0;264000.0;324000.0;437000.0;770000.0
8892.0;300.0;54000.0;282000.0;351000.0;477000.0;680000.0
9007.0;300.0;40000.0;278000.0;351000.0;447000.0;840000.0
9123.0;300.0;71000.0;312000.0;385000.0;495000.0;750000.0
9238.0;300.0;74000.0;301000.0;353000.0;478000.0;1000000.0
9354.0;300.0;81000.0;329000.0;392000.0;514000.0;950000.0
9469.0;300.0;140000.0;401000.0;460000.0;568299.9999999884;910000.0
9585.0;300.0;121000.0;365000.0;431000.0;536000.0;1100000.0
9700.0;300.0;163000.0;430000.0;495000.0;610000.0;960000.0
9816.0;300.0;213000.0;463000.0;526000.0;680000.0;1200000.0
9931.0;300.0;325000.0;610000.0;700000.0;860000.0;1400000.0
10047.0;300.0;476000.0;910000.0;1100000.0;1300000.0;1800000.0
10162.0;300.0;750000.0;1400000.0;1600000.0;2100000.0;3000000.0
10278.0;400.0;910000.0;1500000.0;1800000.0;1900000.0;2900000.0
10393.0;900.0;900000.0;1700000.0;1900000.0;2500000.0;3200000.0
10509.0;300.0;760000.0;1500000.0;1700000.0;2100000.0;3100000.0
