Probes jOPS / Total jOPS
===================================
Domain Marker;critical-jOPS;4439.0
Domain Marker;max-jOPS;11900.0
Domain Marker;Last Success for SLAs;8164.0
Range Marker;Soft Limit;5.0
Range Marker;Hard Limit;3.0
jOPS;Percent of probes jOPS
0;NaN
138;91.89304234013709
277;93.25905069568813
415;94.54585113654738
553;94.06575825553392
692;95.44480141403552
830;95.61920493161486
969;95.87407196697319
1107;95.72678301086958
1245;96.54878431638659
1384;96.66258484568912
1522;97.08279248672794
1660;96.90212030034796
1799;95.35440681006648
1937;96.98513382616892
2076;97.15805051781093
2214;97.43981231433823
2352;97.08566565306607
2491;96.22382681448818
2629;97.43096831696295
2767;97.59023801924879
2906;97.27581464176558
3044;95.58293750065185
3183;97.79796473798795
3321;97.98350498939224
3459;96.67790488191483
3598;97.8748747471739
3736;97.59007622303096
3874;97.91781942276133
4013;97.78770994942464
4151;97.00395527658972
4289;96.71213823758002
4428;98.16333503094582
4566;97.82569865141005
4705;96.22265159068662
4843;98.26369832952754
4981;94.69586850472064
5120;98.28368119330273
5258;97.09481760333958
5396;97.95996402023364
5535;96.62929684676097
5673;98.2656674481415
5812;96.57859234895406
5950;98.21595715492286
6088;96.95172967619153
6227;97.06047481336853
6365;98.15093933931836
6503;95.78291122685081
6642;93.20104535047024
6780;93.00146601172925
6918;89.86551265467418
7057;88.12048306016094
7195;88.46874169537861
7334;85.93703951153014
7472;82.70702786003594
7610;81.39221517219633
7749;81.90182133105857
7887;77.68614488489824
8025;75.3179717138435
8164;77.00657605744551
8302;75.64213676526315
8441;72.5838664946793
8579;71.85047750624709
8717;70.6627531475283
8856;69.58718578108044
8994;68.36134867724144
9132;66.69261050003375
9271;65.27891037838047
9409;64.95028804284587
9548;63.045452422276504
9686;62.07361496476265
9824;59.97120854711884
9963;60.83992658781099
10101;58.68440281176433
10239;57.83661265432566
10378;56.825151953609506
10516;55.82371679988887
10654;54.37177892113976
10793;53.803139594398445
10931;51.93958179793587
11070;50.31052537477889
11208;49.1337481782882
11346;45.57542395172898
11485;46.10879340777018
11623;39.92592802689455
11761;35.99381553185622
11900;11.22337895833621
12038;3.408600577653236
12177;4.666767108438617
12315;1.5981001132340968
12453;3.647534772120856
