Probes jOPS / Total jOPS
===================================
Domain Marker;critical-jOPS;4091.0
Domain Marker;max-jOPS;11564.0
Domain Marker;Last Success for SLAs;6520.0
Range Marker;Soft Limit;5.0
Range Marker;Hard Limit;3.0
jOPS;Percent of probes jOPS
0;NaN
123;91.98136125634376
246;93.2221749512109
369;94.1740338869601
492;95.45077111251813
615;95.34969071642938
738;95.1594632422357
861;95.9173741258741
984;96.02575528431305
1107;96.2283719760037
1230;96.52270962635477
1353;95.81556074481131
1476;96.39196282040619
1599;96.96942075397813
1722;96.82960074001036
1845;97.11355366699422
1968;97.2702918368303
2091;96.83216227035291
2214;97.35360660990405
2337;97.3252148172859
2460;96.16918315903298
2583;97.42205826043367
2706;97.48069686233238
2829;97.53409089978008
2952;97.55698300402777
3075;97.7292855839976
3199;97.80737154056008
3322;97.86905203933783
3445;97.708448355192
3568;96.74824958489043
3691;97.60288821999482
3814;98.05961653296968
3937;98.00400573565541
4060;97.89735710524062
4183;97.11945190248872
4306;98.10675869209459
4429;97.98636795541624
4552;97.99339952688915
4675;97.3306883856523
4798;97.66438784370479
4921;98.2383814562955
5044;97.91989550527876
5167;97.34499563936403
5290;97.4625362177707
5413;97.8702156378717
5536;98.02165085046065
5659;97.94157446449888
5782;97.27205656176814
5905;97.99224826956267
6028;97.83366654204417
6151;98.09618982169634
6274;97.55873263007065
6397;97.19787700445193
6520;96.60750270155573
6643;94.7268025729623
6766;93.03720961186937
6889;91.03554674572776
7012;89.3905176063239
7135;88.67049707619134
7258;86.09276492962834
7381;84.71355073198696
7504;83.52079238100353
7627;81.96708554805853
7750;80.4680918328703
7873;80.07578950848846
7996;78.48360259598576
8119;75.87097935915573
8242;74.80333742298025
8365;73.04071129755198
8488;71.31172077344738
8611;70.4960145200354
8734;69.35587440223239
8857;68.0528369136227
8980;67.99380548217822
9103;66.76593295460853
9226;66.14756191868021
9350;66.16675187424154
9473;64.50490284425177
9596;64.1478983390784
9719;62.77018157471805
9842;61.243077928787294
9965;57.397144842686764
10088;59.03217876567272
10211;57.507701170097036
10334;55.03310692717674
10457;54.46584043227299
10580;54.304158642699484
10703;51.74491240663371
10826;44.83528481956532
10949;49.272689894471775
11072;50.07393826140693
11195;48.59127875479526
11318;25.695309418501022
11441;40.257283693557504
11564;40.277292067266394
11687;4.178719718561553
11810;3.2103157013000065
11933;2.184193962101622
12056;1.5994806570534061
