Probes jOPS / Total jOPS
===================================
Domain Marker;critical-jOPS;4021.0
Domain Marker;max-jOPS;10793.0
Domain Marker;Last Success for SLAs;6227.0
Range Marker;Soft Limit;5.0
Range Marker;Hard Limit;3.0
jOPS;Percent of probes jOPS
0;NaN
138;92.72738614150775
277;94.20720229710182
415;94.98529266470655
553;95.54703794470855
692;95.38421561548493
830;95.3789767802795
969;96.04743597385225
1107;95.97025136278651
1245;96.10431686229731
1384;96.38308514650599
1522;96.69846684606527
1660;96.66517432113784
1799;97.09971939151319
1937;97.19397878496953
2076;97.16753367441301
2214;97.50466621530528
2352;97.18451643092145
2491;97.3323292428506
2629;97.58141419059474
2767;97.35617873378098
2906;97.73395948338433
3044;97.49699940006305
3183;97.81078640455928
3321;97.68134011749089
3459;97.67019883771404
3598;97.8111737920442
3736;97.85374214681876
3874;97.775166010386
4013;97.66443049682063
4151;97.98501798882651
4289;97.99694758232889
4428;97.9156248730065
4566;97.89718899800836
4705;98.11384215908942
4843;98.054248742255
4981;98.10775854642799
5120;97.8195591405875
5258;97.91034251352723
5396;98.45995903245664
5535;97.89376410541527
5673;97.88758204310953
5812;97.56281549290074
5950;97.91771947909784
6088;97.56231119593734
6227;98.02263152987084
6365;97.77953858921728
6503;96.73609686516565
6642;94.25878116348153
6780;93.16257173870139
6918;89.92302399331756
7057;87.76793872361374
7195;87.81211014500803
7334;85.59813478640649
7472;83.72343009234162
7610;81.04873614435417
7749;79.88358707187638
7887;78.59628725856045
8025;76.71343239991104
8164;75.77719935274536
8302;73.10038745763595
8441;72.2320548542404
8579;70.19294431463562
8717;68.04629517073829
8856;66.45765456758897
8994;66.8075634997603
9132;65.31462477796971
9271;62.93234977059884
9409;62.39805968384921
9548;60.0396921065356
9686;57.50380046002659
9824;56.20306992586676
9963;54.58585633009597
10101;54.05725795894702
10239;48.29880287867207
10378;45.280503572352934
10516;45.555329291876475
10654;39.798626942374966
10793;19.44846617178142
10931;2.338077494930851
11070;5.162479571876522
11208;3.05895350413117
11346;5.1975771273150215
