Probes jOPS / Total jOPS
===================================
Domain Marker;critical-jOPS;3835.0
Domain Marker;max-jOPS;9931.0
Domain Marker;Last Success for SLAs;6120.0
Range Marker;Soft Limit;5.0
Range Marker;Hard Limit;3.0
jOPS;Percent of probes jOPS
0;NaN
115;90.63415349955243
231;92.50356230355212
346;94.23413902759889
462;94.39529913355791
577;94.86824815088788
693;95.56012149974892
808;95.39503300068651
924;96.29225210660867
1039;96.62779970190284
1155;96.05571997962615
1270;96.31319819426417
1386;96.8355397530606
1501;96.7275603950539
1617;96.91355166086295
1732;96.86155385701475
1848;97.38469824432113
1963;97.48283802634754
2079;96.54892645222985
2194;97.36691501788057
2310;97.22566833276726
2425;97.39894048639431
2541;97.27377571757386
2656;97.38232455699179
2772;97.47433165083416
2887;97.58441192749044
3002;97.14162994489205
3118;97.82084288953617
3233;97.86011405128505
3349;98.14564084730121
3464;97.66407815215219
3580;97.56587925809501
3695;97.94912953630954
3811;97.87794275193201
3926;97.64778758677427
4042;97.62241084417346
4157;98.05978459225597
4273;97.54826143805806
4388;98.0027736924378
4504;97.94555262275647
4619;97.8254864460472
4735;98.36630019437341
4850;97.76187155166889
4966;97.61611643898775
5081;97.89338284093448
5197;98.07221483579559
5312;97.95489899140694
5428;98.10247543217885
5543;98.0848055603509
5659;97.94010856143554
5774;97.91497714834482
5889;97.83375303340087
6005;97.16471680316467
6120;97.80203746983038
6236;97.40226668426025
6351;97.5161566422901
6467;96.65482720113427
6582;95.43219326472166
6698;93.48870286161265
6813;91.39027238271555
6929;90.11869428487665
7044;88.84979987765166
7160;86.36382243072406
7275;85.64540312449755
7391;84.71832239935414
7506;81.75207226301521
7622;80.57220840054381
7737;78.1925438264964
7853;76.34731216148417
7968;76.84716392325114
8084;75.28439729842555
8199;73.12643924859078
8315;71.27784266457577
8430;69.91876363502011
8546;67.97606503917679
8661;66.80021254872487
8776;65.34900975026714
8892;65.40111222233332
9007;62.371026617554875
9123;61.93034650341294
9238;58.14952637775764
9354;56.45353023589014
9469;54.217161009116
9585;51.921047165057324
9700;42.13171322908147
9816;46.538799781666704
9931;36.792148372898055
10047;24.054119105542778
10162;21.443389176763688
10278;19.366521015274273
10393;11.475691604958005
